report_id,report_text,report_type,date,location,activity,hazard,barrier_failure,life_saving_rule,sif_potential,risk_score,risk_level
R0298,Maintenance was carried out after proper lockout tagout isolation was verified.,NEAR_MISS,2026-04-25,Site C - Refinery,Energy Isolation,ENERGY_ISOLATION,,Energy Isolation,0,61,HIGH
R0299,Lifting operation followed load chart with rigging inspected prior to lift.,INCIDENT,2026-05-16,Site A,Lifting,LIFTING,,Lifting Operations,0,64,HIGH
R0300,Confined space entry was performed with atmospheric testing completed and standby person present.,INCIDENT,2026-04-07,Pipeline Section 7,Confined Space,CONFINED_SPACE,,Confined Space,0,68,HIGH
R0301,Technician performed vessel entry without gas testing during maintenance shutdown.,NEAR_MISS,2026-08-10,Site A,Confined Space,CONFINED_SPACE,Atmospheric Testing;Standby Person,Confined Space,1,100,CRITICAL
R0302,Worker was observed working at height without a safety harness on the scaffold.,NEAR_MISS,2026-06-25,Loading Terminal,Working At Height,WORKING_AT_HEIGHT,Fall Protection;Scaffold Inspection,Working at Height,1,100,CRITICAL
R0303,Exclusion zone was maintained and no personnel were in line of fire during the lift.,UNSAFE_ACT,2026-04-12,Tank Farm 3,Line Of Fire,LINE_OF_FIRE,,Line of Fire,0,49,MEDIUM
R0304,Confined space entry was performed with atmospheric testing completed and standby person present.,INCIDENT,2026-05-27,Site B,Confined Space,CONFINED_SPACE,,Confined Space,0,68,HIGH
R0305,Improper scaffolding was noted with no guardrail installed at elevated platform.,NEAR_MISS,2026-06-18,Pipeline Section 7,Working At Height,WORKING_AT_HEIGHT,Fall Protection;Scaffold Inspection,Working at Height,1,100,CRITICAL
R0306,Cluttered walkway with minor trip hazard was reported near the warehouse.,INCIDENT,2026-01-02,Site A,Housekeeping,HOUSEKEEPING,,Permit to Work,0,26,LOW
R0307,Improper scaffolding was noted with no guardrail installed at elevated platform.,INCIDENT,2026-08-05,Site C - Refinery,Working At Height,WORKING_AT_HEIGHT,Fall Protection;Scaffold Inspection,Working at Height,1,100,CRITICAL
R0308,"Worker was standing under a suspended load during lifting operation, no exclusion zone maintained.",UNSAFE_ACT,2026-07-20,Tank Farm 3,Line Of Fire,LINE_OF_FIRE,Exclusion Zone,Line of Fire,1,100,CRITICAL
R0309,Gas leak was detected near an ignition source with flammable material nearby.,INCIDENT,2026-08-23,Tank Farm 3,Fire,FIRE,Ignition Control,Fire / Explosion,1,100,CRITICAL
R0310,Lifting operation followed load chart with rigging inspected prior to lift.,NEAR_MISS,2026-02-14,Tank Farm 3,Lifting,LIFTING,,Lifting Operations,0,54,MEDIUM
R0311,Oil spill was observed near the maintenance area. Area was barricaded and cleaned immediately.,INCIDENT,2026-05-21,Well Pad 12,Housekeeping,HOUSEKEEPING,,Permit to Work,0,31,MEDIUM
R0312,Oil spill was observed near the maintenance area. Area was barricaded and cleaned immediately.,INCIDENT,2026-03-17,Loading Terminal,Housekeeping,HOUSEKEEPING,,Permit to Work,0,30,LOW
R0313,Improper scaffolding was noted with no guardrail installed at elevated platform.,UNSAFE_ACT,2026-02-07,Site A,Working At Height,WORKING_AT_HEIGHT,Fall Protection;Scaffold Inspection,Working at Height,1,100,CRITICAL
R0314,"Crane lifting operation proceeded with a sling that was not inspected, rigging appeared worn.",UNSAFE_ACT,2026-07-23,Well Pad 12,Lifting,LIFTING,Rigging Inspection,Lifting Operations,1,100,CRITICAL
R0315,Vehicle reversing was conducted with a spotter present and pedestrian path segregated.,INCIDENT,2026-01-23,Site C - Refinery,Vehicle,VEHICLE,,Driving,0,60,MEDIUM
R0316,Electrical panel was left open with exposed live wire near walking path.,NEAR_MISS,2026-08-17,Loading Terminal,Electrical,ELECTRICAL,Insulation / De-energization,Electrical,1,100,CRITICAL
R0317,"Worker was standing under a suspended load during lifting operation, no exclusion zone maintained.",INCIDENT,2026-06-18,Pipeline Section 7,Line Of Fire,LINE_OF_FIRE,Exclusion Zone,Line of Fire,1,100,CRITICAL
R0318,Chemical handling was performed with full PPE and respirator worn as required.,NEAR_MISS,2026-08-07,Well Pad 12,Chemical,CHEMICAL,,Chemical Exposure,0,63,HIGH
R0319,Hot work welding was performed without a fire watch permit in a flammable atmosphere area.,UNSAFE_ACT,2026-05-25,Tank Farm 3,Hot Work,HOT_WORK,Fire Watch,Hot Work,1,100,CRITICAL
R0320,Worker was not wearing safety glasses in the workshop area.,NEAR_MISS,2026-08-12,Tank Farm 3,Ppe,PPE,,Permit to Work,0,37,MEDIUM
R0321,Hot work permit and fire watch were in place during welding activity.,INCIDENT,2026-07-27,Pipeline Section 7,Hot Work,HOT_WORK,,Hot Work,0,59,MEDIUM
R0322,Cluttered walkway with minor trip hazard was reported near the warehouse.,UNSAFE_ACT,2026-05-23,Site B,Housekeeping,HOUSEKEEPING,,Permit to Work,0,27,LOW
R0323,Exclusion zone was maintained and no personnel were in line of fire during the lift.,NEAR_MISS,2026-08-07,Well Pad 12,Line Of Fire,LINE_OF_FIRE,,Line of Fire,0,60,MEDIUM
R0324,Electrical panel was properly closed and de-energized before inspection.,NEAR_MISS,2026-03-04,Well Pad 12,Electrical,ELECTRICAL,,Electrical,0,61,HIGH
R0325,Maintenance was carried out after proper lockout tagout isolation was verified.,UNSAFE_CONDITION,2026-04-02,Site B,Energy Isolation,ENERGY_ISOLATION,,Energy Isolation,0,64,HIGH
R0326,Vehicle reversing was conducted with a spotter present and pedestrian path segregated.,UNSAFE_ACT,2026-03-01,Site C - Refinery,Vehicle,VEHICLE,,Driving,0,55,MEDIUM
R0327,Vehicle reversing was conducted with a spotter present and pedestrian path segregated.,INCIDENT,2026-04-25,Tank Farm 3,Vehicle,VEHICLE,,Driving,0,60,MEDIUM
R0328,"Worker was standing under a suspended load during lifting operation, no exclusion zone maintained.",UNSAFE_ACT,2026-02-21,Well Pad 12,Line Of Fire,LINE_OF_FIRE,Exclusion Zone,Line of Fire,1,100,CRITICAL
R0329,Electrical panel was properly closed and de-energized before inspection.,INCIDENT,2026-03-02,Loading Terminal,Electrical,ELECTRICAL,,Electrical,0,51,MEDIUM
R0330,Lifting operation followed load chart with rigging inspected prior to lift.,UNSAFE_ACT,2026-01-10,Site B,Lifting,LIFTING,,Lifting Operations,0,55,MEDIUM
R0331,"Worker was standing under a suspended load during lifting operation, no exclusion zone maintained.",INCIDENT,2026-08-05,Maintenance Yard,Line Of Fire,LINE_OF_FIRE,Exclusion Zone,Line of Fire,1,100,CRITICAL
R0332,Hot work welding was performed without a fire watch permit in a flammable atmosphere area.,NEAR_MISS,2026-03-24,Maintenance Yard,Hot Work,HOT_WORK,Fire Watch,Hot Work,1,100,CRITICAL
R0333,Worker was exposed to chemical spill without wearing respirator or protective equipment.,UNSAFE_ACT,2026-06-26,Tank Farm 3,Chemical,CHEMICAL,PPE / Respiratory Protection,Chemical Exposure,1,100,CRITICAL
R0334,Gas leak was detected near an ignition source with flammable material nearby.,UNSAFE_ACT,2026-07-27,Loading Terminal,Fire,FIRE,Ignition Control,Fire / Explosion,1,100,CRITICAL
R0335,Electrical panel was left open with exposed live wire near walking path.,NEAR_MISS,2026-02-06,Site C - Refinery,Electrical,ELECTRICAL,Insulation / De-energization,Electrical,1,100,CRITICAL
R0336,Lifting operation followed load chart with rigging inspected prior to lift.,UNSAFE_ACT,2026-05-13,Well Pad 12,Lifting,LIFTING,,Lifting Operations,0,57,MEDIUM
R0337,"Crane lifting operation proceeded with a sling that was not inspected, rigging appeared worn.",NEAR_MISS,2026-01-09,Pipeline Section 7,Lifting,LIFTING,Rigging Inspection,Lifting Operations,1,100,CRITICAL
R0338,Worker was not wearing safety glasses in the workshop area.,UNSAFE_ACT,2026-08-10,Site C - Refinery,Ppe,PPE,,Permit to Work,0,30,LOW
R0339,Vehicle reversed near pedestrian walkway without a spotter and narrowly missed a worker.,INCIDENT,2026-05-23,Site B,Vehicle,VEHICLE,Traffic Segregation / Spotter,Driving,1,100,CRITICAL
R0340,Worker was exposed to chemical spill without wearing respirator or protective equipment.,INCIDENT,2026-04-08,Site C - Refinery,Chemical,CHEMICAL,PPE / Respiratory Protection,Chemical Exposure,1,100,CRITICAL
R0341,Lifting operation followed load chart with rigging inspected prior to lift.,NEAR_MISS,2026-07-23,Maintenance Yard,Lifting,LIFTING,,Lifting Operations,0,58,MEDIUM
R0342,Cluttered walkway with minor trip hazard was reported near the warehouse.,UNSAFE_CONDITION,2026-04-22,Site B,Housekeeping,HOUSEKEEPING,,Permit to Work,0,39,MEDIUM
R0343,Electrical panel was left open with exposed live wire near walking path.,INCIDENT,2026-06-03,Site B,Electrical,ELECTRICAL,Insulation / De-energization,Electrical,1,100,CRITICAL
R0344,Technician performed vessel entry without gas testing during maintenance shutdown.,UNSAFE_ACT,2026-03-06,Pipeline Section 7,Confined Space,CONFINED_SPACE,Atmospheric Testing;Standby Person,Confined Space,1,100,CRITICAL
R0345,Electrical panel was left open with exposed live wire near walking path.,INCIDENT,2026-04-23,Maintenance Yard,Electrical,ELECTRICAL,Insulation / De-energization,Electrical,1,100,CRITICAL
R0346,Confined space entry was performed with atmospheric testing completed and standby person present.,UNSAFE_ACT,2026-08-05,Loading Terminal,Confined Space,CONFINED_SPACE,,Confined Space,0,69,HIGH
R0347,"Crane lifting operation proceeded with a sling that was not inspected, rigging appeared worn.",INCIDENT,2026-08-22,Tank Farm 3,Lifting,LIFTING,Rigging Inspection,Lifting Operations,1,100,CRITICAL
R0348,Oil spill was observed near the maintenance area. Area was barricaded and cleaned immediately.,NEAR_MISS,2026-01-24,Well Pad 12,Housekeeping,HOUSEKEEPING,,Permit to Work,0,27,LOW
R0349,Gas leak was detected near an ignition source with flammable material nearby.,NEAR_MISS,2026-06-23,Site B,Fire,FIRE,Ignition Control,Fire / Explosion,1,100,CRITICAL
R0350,Electrical panel was properly closed and de-energized before inspection.,INCIDENT,2026-01-10,Loading Terminal,Electrical,ELECTRICAL,,Electrical,0,50,MEDIUM
R0351,Worker was seen working at height with harness properly secured and scaffold inspected.,INCIDENT,2026-06-13,Maintenance Yard,Working At Height,WORKING_AT_HEIGHT,,Working at Height,0,66,HIGH
R0352,Vehicle reversed near pedestrian walkway without a spotter and narrowly missed a worker.,INCIDENT,2026-03-21,Pipeline Section 7,Vehicle,VEHICLE,Traffic Segregation / Spotter,Driving,1,100,CRITICAL
R0353,Worker was observed working at height without a safety harness on the scaffold.,NEAR_MISS,2026-03-24,Well Pad 12,Working At Height,WORKING_AT_HEIGHT,Fall Protection;Scaffold Inspection,Working at Height,1,100,CRITICAL
R0354,Worker entered confined space without atmospheric testing. No standby person was present.,NEAR_MISS,2026-07-18,Loading Terminal,Confined Space,CONFINED_SPACE,Atmospheric Testing;Standby Person,Confined Space,1,100,CRITICAL
R0355,Maintenance was carried out after proper lockout tagout isolation was verified.,NEAR_MISS,2026-03-09,Well Pad 12,Energy Isolation,ENERGY_ISOLATION,,Energy Isolation,0,64,HIGH
R0356,Oil spill was observed near the maintenance area. Area was barricaded and cleaned immediately.,INCIDENT,2026-01-08,Well Pad 12,Housekeeping,HOUSEKEEPING,,Permit to Work,0,22,LOW
R0357,Confined space entry was performed with atmospheric testing completed and standby person present.,UNSAFE_ACT,2026-08-20,Site A,Confined Space,CONFINED_SPACE,,Confined Space,0,64,HIGH
R0358,Maintenance was carried out after proper lockout tagout isolation was verified.,INCIDENT,2026-04-18,Well Pad 12,Energy Isolation,ENERGY_ISOLATION,,Energy Isolation,0,60,MEDIUM
R0359,Cluttered walkway with minor trip hazard was reported near the warehouse.,NEAR_MISS,2026-04-27,Pipeline Section 7,Housekeeping,HOUSEKEEPING,,Permit to Work,0,23,LOW
R0360,Gas leak was detected near an ignition source with flammable material nearby.,NEAR_MISS,2026-04-10,Site C - Refinery,Fire,FIRE,Ignition Control,Fire / Explosion,1,100,CRITICAL
R0361,Chemical handling was performed with full PPE and respirator worn as required.,INCIDENT,2026-05-09,Site A,Chemical,CHEMICAL,,Chemical Exposure,0,54,MEDIUM
R0362,Electrical panel was properly closed and de-energized before inspection.,INCIDENT,2026-08-02,Pipeline Section 7,Electrical,ELECTRICAL,,Electrical,0,60,MEDIUM
R0363,Worker was exposed to chemical spill without wearing respirator or protective equipment.,INCIDENT,2026-06-23,Loading Terminal,Chemical,CHEMICAL,PPE / Respiratory Protection,Chemical Exposure,1,100,CRITICAL
R0364,Vehicle reversing was conducted with a spotter present and pedestrian path segregated.,INCIDENT,2026-03-25,Maintenance Yard,Vehicle,VEHICLE,,Driving,0,49,MEDIUM
R0365,Maintenance was carried out after proper lockout tagout isolation was verified.,UNSAFE_CONDITION,2026-08-02,Loading Terminal,Energy Isolation,ENERGY_ISOLATION,,Energy Isolation,0,61,HIGH
R0366,Vehicle reversing was conducted with a spotter present and pedestrian path segregated.,UNSAFE_CONDITION,2026-07-08,Tank Farm 3,Vehicle,VEHICLE,,Driving,0,59,MEDIUM
R0367,"Technician worked on equipment without lockout tagout isolation performed, energized equipment nearby.",UNSAFE_ACT,2026-08-28,Pipeline Section 7,Energy Isolation,ENERGY_ISOLATION,Lockout/Tagout,Energy Isolation,1,100,CRITICAL
R0368,Confined space entry was performed with atmospheric testing completed and standby person present.,UNSAFE_ACT,2026-05-13,Site A,Confined Space,CONFINED_SPACE,,Confined Space,0,65,HIGH
R0369,Confined space entry was performed with atmospheric testing completed and standby person present.,UNSAFE_CONDITION,2026-08-07,Pipeline Section 7,Confined Space,CONFINED_SPACE,,Confined Space,0,66,HIGH
R0370,Hot work permit and fire watch were in place during welding activity.,UNSAFE_CONDITION,2026-02-24,Maintenance Yard,Hot Work,HOT_WORK,,Hot Work,0,52,MEDIUM
R0371,Maintenance was carried out after proper lockout tagout isolation was verified.,INCIDENT,2026-04-18,Pipeline Section 7,Energy Isolation,ENERGY_ISOLATION,,Energy Isolation,0,66,HIGH
R0372,Cluttered walkway with minor trip hazard was reported near the warehouse.,INCIDENT,2026-06-10,Tank Farm 3,Housekeeping,HOUSEKEEPING,,Permit to Work,0,31,MEDIUM
R0373,Exclusion zone was maintained and no personnel were in line of fire during the lift.,INCIDENT,2026-02-26,Maintenance Yard,Line Of Fire,LINE_OF_FIRE,,Line of Fire,0,58,MEDIUM
R0374,Cluttered walkway with minor trip hazard was reported near the warehouse.,NEAR_MISS,2026-06-14,Site A,Housekeeping,HOUSEKEEPING,,Permit to Work,0,29,LOW
R0375,Gas leak was detected near an ignition source with flammable material nearby.,UNSAFE_ACT,2026-05-18,Loading Terminal,Fire,FIRE,Ignition Control,Fire / Explosion,1,100,CRITICAL
R0376,Hot work permit and fire watch were in place during welding activity.,NEAR_MISS,2026-04-13,Well Pad 12,Hot Work,HOT_WORK,,Hot Work,0,54,MEDIUM
R0377,Lifting operation followed load chart with rigging inspected prior to lift.,NEAR_MISS,2026-05-25,Maintenance Yard,Lifting,LIFTING,,Lifting Operations,0,67,HIGH
R0378,Oil spill was observed near the maintenance area. Area was barricaded and cleaned immediately.,INCIDENT,2026-03-24,Pipeline Section 7,Housekeeping,HOUSEKEEPING,,Permit to Work,0,38,MEDIUM
R0379,Worker was seen working at height with harness properly secured and scaffold inspected.,INCIDENT,2026-03-18,Site A,Working At Height,WORKING_AT_HEIGHT,,Working at Height,0,64,HIGH
R0380,Electrical panel was left open with exposed live wire near walking path.,INCIDENT,2026-01-25,Site A,Electrical,ELECTRICAL,Insulation / De-energization,Electrical,1,100,CRITICAL
R0381,Vehicle reversing was conducted with a spotter present and pedestrian path segregated.,UNSAFE_CONDITION,2026-02-23,Site C - Refinery,Vehicle,VEHICLE,,Driving,0,55,MEDIUM
R0382,Worker entered confined space without atmospheric testing. No standby person was present.,NEAR_MISS,2026-06-02,Maintenance Yard,Confined Space,CONFINED_SPACE,Atmospheric Testing;Standby Person,Confined Space,1,100,CRITICAL
R0383,Chemical handling was performed with full PPE and respirator worn as required.,UNSAFE_ACT,2026-07-01,Site A,Chemical,CHEMICAL,,Chemical Exposure,0,50,MEDIUM
R0384,Electrical panel was left open with exposed live wire near walking path.,NEAR_MISS,2026-01-17,Loading Terminal,Electrical,ELECTRICAL,Insulation / De-energization,Electrical,1,100,CRITICAL
R0385,Worker was seen working at height with harness properly secured and scaffold inspected.,UNSAFE_CONDITION,2026-04-07,Tank Farm 3,Working At Height,WORKING_AT_HEIGHT,,Working at Height,0,56,MEDIUM
R0386,Exclusion zone was maintained and no personnel were in line of fire during the lift.,UNSAFE_ACT,2026-06-13,Maintenance Yard,Line Of Fire,LINE_OF_FIRE,,Line of Fire,0,53,MEDIUM
R0387,Gas leak was detected near an ignition source with flammable material nearby.,NEAR_MISS,2026-02-21,Site A,Fire,FIRE,Ignition Control,Fire / Explosion,1,100,CRITICAL
R0388,Confined space entry was performed with atmospheric testing completed and standby person present.,INCIDENT,2026-08-02,Site A,Confined Space,CONFINED_SPACE,,Confined Space,0,66,HIGH
R0389,Worker was not wearing safety glasses in the workshop area.,INCIDENT,2026-07-21,Pipeline Section 7,Ppe,PPE,,Permit to Work,0,30,LOW
R0390,Gas leak was detected near an ignition source with flammable material nearby.,UNSAFE_ACT,2026-04-07,Maintenance Yard,Fire,FIRE,Ignition Control,Fire / Explosion,1,100,CRITICAL
R0391,Hot work welding was performed without a fire watch permit in a flammable atmosphere area.,INCIDENT,2026-05-18,Site A,Hot Work,HOT_WORK,Fire Watch,Hot Work,1,100,CRITICAL
R0392,Worker was seen working at height with harness properly secured and scaffold inspected.,UNSAFE_CONDITION,2026-03-25,Loading Terminal,Working At Height,WORKING_AT_HEIGHT,,Working at Height,0,59,MEDIUM
R0393,Confined space entry was performed with atmospheric testing completed and standby person present.,UNSAFE_CONDITION,2026-07-22,Pipeline Section 7,Confined Space,CONFINED_SPACE,,Confined Space,0,60,MEDIUM
R0394,Vehicle reversed near pedestrian walkway without a spotter and narrowly missed a worker.,INCIDENT,2026-06-02,Site B,Vehicle,VEHICLE,Traffic Segregation / Spotter,Driving,1,98,CRITICAL
R0395,Vehicle reversing was conducted with a spotter present and pedestrian path segregated.,NEAR_MISS,2026-07-25,Pipeline Section 7,Vehicle,VEHICLE,,Driving,0,47,MEDIUM
R0396,Worker entered confined space without atmospheric testing. No standby person was present.,NEAR_MISS,2026-08-08,Pipeline Section 7,Confined Space,CONFINED_SPACE,Atmospheric Testing;Standby Person,Confined Space,1,100,CRITICAL
R0397,Electrical panel was properly closed and de-energized before inspection.,UNSAFE_CONDITION,2026-07-03,Tank Farm 3,Electrical,ELECTRICAL,,Electrical,0,61,HIGH
R0398,Maintenance was carried out after proper lockout tagout isolation was verified.,NEAR_MISS,2026-03-13,Site C - Refinery,Energy Isolation,ENERGY_ISOLATION,,Energy Isolation,0,56,MEDIUM
R0399,Oil spill was observed near the maintenance area. Area was barricaded and cleaned immediately.,NEAR_MISS,2026-02-03,Site A,Housekeeping,HOUSEKEEPING,,Permit to Work,0,32,MEDIUM
R0400,Hot work permit and fire watch were in place during welding activity.,NEAR_MISS,2026-02-05,Site B,Hot Work,HOT_WORK,,Hot Work,0,61,HIGH
R0401,Worker was seen working at height with harness properly secured and scaffold inspected.,INCIDENT,2026-02-01,Site B,Working At Height,WORKING_AT_HEIGHT,,Working at Height,0,67,HIGH
R0402,Exclusion zone was maintained and no personnel were in line of fire during the lift.,NEAR_MISS,2026-07-01,Tank Farm 3,Line Of Fire,LINE_OF_FIRE,,Line of Fire,0,52,MEDIUM
R0403,Vehicle reversing was conducted with a spotter present and pedestrian path segregated.,UNSAFE_CONDITION,2026-03-22,Loading Terminal,Vehicle,VEHICLE,,Driving,0,50,MEDIUM
R0404,Worker was seen working at height with harness properly secured and scaffold inspected.,NEAR_MISS,2026-05-16,Site C - Refinery,Working At Height,WORKING_AT_HEIGHT,,Working at Height,0,60,MEDIUM
R0405,Confined space entry was performed with atmospheric testing completed and standby person present.,NEAR_MISS,2026-07-10,Maintenance Yard,Confined Space,CONFINED_SPACE,,Confined Space,0,62,HIGH
R0406,Confined space entry was performed with atmospheric testing completed and standby person present.,UNSAFE_CONDITION,2026-08-20,Well Pad 12,Confined Space,CONFINED_SPACE,,Confined Space,0,63,HIGH
R0407,"Crane lifting operation proceeded with a sling that was not inspected, rigging appeared worn.",NEAR_MISS,2026-01-13,Pipeline Section 7,Lifting,LIFTING,Rigging Inspection,Lifting Operations,1,100,CRITICAL
R0408,Minor gas odor was reported and area was isolated with no ignition sources present.,INCIDENT,2026-06-14,Site C - Refinery,Fire,FIRE,,Fire / Explosion,0,65,HIGH
R0409,Hot work permit and fire watch were in place during welding activity.,UNSAFE_CONDITION,2026-08-11,Site C - Refinery,Hot Work,HOT_WORK,,Hot Work,0,63,HIGH
R0410,Vehicle reversed near pedestrian walkway without a spotter and narrowly missed a worker.,INCIDENT,2026-08-19,Well Pad 12,Vehicle,VEHICLE,Traffic Segregation / Spotter,Driving,1,100,CRITICAL
R0411,"Worker was standing under a suspended load during lifting operation, no exclusion zone maintained.",NEAR_MISS,2026-06-04,Well Pad 12,Line Of Fire,LINE_OF_FIRE,Exclusion Zone,Line of Fire,1,100,CRITICAL
R0412,Gas leak was detected near an ignition source with flammable material nearby.,INCIDENT,2026-01-24,Maintenance Yard,Fire,FIRE,Ignition Control,Fire / Explosion,1,100,CRITICAL
R0413,Worker was not wearing safety glasses in the workshop area.,NEAR_MISS,2026-02-27,Loading Terminal,Ppe,PPE,,Permit to Work,0,37,MEDIUM
R0414,Chemical handling was performed with full PPE and respirator worn as required.,NEAR_MISS,2026-04-09,Site C - Refinery,Chemical,CHEMICAL,,Chemical Exposure,0,52,MEDIUM
R0415,Worker was not wearing safety glasses in the workshop area.,UNSAFE_ACT,2026-08-20,Maintenance Yard,Ppe,PPE,,Permit to Work,0,39,MEDIUM
R0416,Gas leak was detected near an ignition source with flammable material nearby.,INCIDENT,2026-07-18,Site A,Fire,FIRE,Ignition Control,Fire / Explosion,1,100,CRITICAL
R0417,Exclusion zone was maintained and no personnel were in line of fire during the lift.,UNSAFE_ACT,2026-02-25,Well Pad 12,Line Of Fire,LINE_OF_FIRE,,Line of Fire,0,60,MEDIUM
R0418,Chemical handling was performed with full PPE and respirator worn as required.,UNSAFE_CONDITION,2026-01-19,Loading Terminal,Chemical,CHEMICAL,,Chemical Exposure,0,58,MEDIUM
R0419,Cluttered walkway with minor trip hazard was reported near the warehouse.,UNSAFE_ACT,2026-01-04,Tank Farm 3,Housekeeping,HOUSEKEEPING,,Permit to Work,0,32,MEDIUM
R0420,Maintenance was carried out after proper lockout tagout isolation was verified.,UNSAFE_CONDITION,2026-08-12,Loading Terminal,Energy Isolation,ENERGY_ISOLATION,,Energy Isolation,0,70,HIGH
R0421,"Crane lifting operation proceeded with a sling that was not inspected, rigging appeared worn.",INCIDENT,2026-03-12,Site A,Lifting,LIFTING,Rigging Inspection,Lifting Operations,1,100,CRITICAL
R0422,Lifting operation followed load chart with rigging inspected prior to lift.,INCIDENT,2026-02-04,Site C - Refinery,Lifting,LIFTING,,Lifting Operations,0,54,MEDIUM
R0423,Exclusion zone was maintained and no personnel were in line of fire during the lift.,INCIDENT,2026-04-17,Maintenance Yard,Line Of Fire,LINE_OF_FIRE,,Line of Fire,0,52,MEDIUM
R0424,Exclusion zone was maintained and no personnel were in line of fire during the lift.,INCIDENT,2026-08-11,Site B,Line Of Fire,LINE_OF_FIRE,,Line of Fire,0,51,MEDIUM
R0425,Hot work permit and fire watch were in place during welding activity.,UNSAFE_ACT,2026-06-21,Site B,Hot Work,HOT_WORK,,Hot Work,0,50,MEDIUM
R0426,Chemical handling was performed with full PPE and respirator worn as required.,UNSAFE_CONDITION,2026-03-11,Loading Terminal,Chemical,CHEMICAL,,Chemical Exposure,0,48,MEDIUM
R0427,"Crane lifting operation proceeded with a sling that was not inspected, rigging appeared worn.",INCIDENT,2026-03-06,Loading Terminal,Lifting,LIFTING,Rigging Inspection,Lifting Operations,1,100,CRITICAL
R0428,Vehicle reversed near pedestrian walkway without a spotter and narrowly missed a worker.,UNSAFE_ACT,2026-08-19,Loading Terminal,Vehicle,VEHICLE,Traffic Segregation / Spotter,Driving,1,100,CRITICAL
R0429,Vehicle reversed near pedestrian walkway without a spotter and narrowly missed a worker.,UNSAFE_ACT,2026-05-25,Site B,Vehicle,VEHICLE,Traffic Segregation / Spotter,Driving,1,98,CRITICAL
R0430,Gas leak was detected near an ignition source with flammable material nearby.,UNSAFE_ACT,2026-06-11,Well Pad 12,Fire,FIRE,Ignition Control,Fire / Explosion,1,100,CRITICAL
R0431,"Crane lifting operation proceeded with a sling that was not inspected, rigging appeared worn.",INCIDENT,2026-08-17,Pipeline Section 7,Lifting,LIFTING,Rigging Inspection,Lifting Operations,1,100,CRITICAL
R0432,Minor gas odor was reported and area was isolated with no ignition sources present.,INCIDENT,2026-02-12,Pipeline Section 7,Fire,FIRE,,Fire / Explosion,0,69,HIGH
R0433,"Crane lifting operation proceeded with a sling that was not inspected, rigging appeared worn.",INCIDENT,2026-05-20,Site B,Lifting,LIFTING,Rigging Inspection,Lifting Operations,1,100,CRITICAL
R0434,Chemical handling was performed with full PPE and respirator worn as required.,UNSAFE_ACT,2026-04-10,Site B,Chemical,CHEMICAL,,Chemical Exposure,0,50,MEDIUM
R0435,Worker was seen working at height with harness properly secured and scaffold inspected.,INCIDENT,2026-07-20,Site C - Refinery,Working At Height,WORKING_AT_HEIGHT,,Working at Height,0,61,HIGH
R0436,Gas leak was detected near an ignition source with flammable material nearby.,UNSAFE_ACT,2026-08-21,Site C - Refinery,Fire,FIRE,Ignition Control,Fire / Explosion,1,100,CRITICAL
R0437,Electrical panel was properly closed and de-energized before inspection.,NEAR_MISS,2026-03-06,Pipeline Section 7,Electrical,ELECTRICAL,,Electrical,0,58,MEDIUM
R0438,"Crane lifting operation proceeded with a sling that was not inspected, rigging appeared worn.",NEAR_MISS,2026-01-16,Site C - Refinery,Lifting,LIFTING,Rigging Inspection,Lifting Operations,1,100,CRITICAL
R0439,"Technician worked on equipment without lockout tagout isolation performed, energized equipment nearby.",INCIDENT,2026-08-14,Maintenance Yard,Energy Isolation,ENERGY_ISOLATION,Lockout/Tagout,Energy Isolation,1,100,CRITICAL
R0440,Vehicle reversing was conducted with a spotter present and pedestrian path segregated.,UNSAFE_CONDITION,2026-02-19,Site A,Vehicle,VEHICLE,,Driving,0,57,MEDIUM
R0441,Cluttered walkway with minor trip hazard was reported near the warehouse.,UNSAFE_ACT,2026-05-08,Tank Farm 3,Housekeeping,HOUSEKEEPING,,Permit to Work,0,28,LOW
R0442,Worker was seen working at height with harness properly secured and scaffold inspected.,INCIDENT,2026-02-19,Site B,Working At Height,WORKING_AT_HEIGHT,,Working at Height,0,70,HIGH
R0443,Hot work welding was performed without a fire watch permit in a flammable atmosphere area.,INCIDENT,2026-01-25,Maintenance Yard,Hot Work,HOT_WORK,Fire Watch,Hot Work,1,100,CRITICAL
R0444,Electrical panel was properly closed and de-energized before inspection.,UNSAFE_ACT,2026-04-10,Site A,Electrical,ELECTRICAL,,Electrical,0,58,MEDIUM
R0445,"Crane lifting operation proceeded with a sling that was not inspected, rigging appeared worn.",UNSAFE_ACT,2026-08-28,Site B,Lifting,LIFTING,Rigging Inspection,Lifting Operations,1,100,CRITICAL
R0446,Cluttered walkway with minor trip hazard was reported near the warehouse.,NEAR_MISS,2026-07-06,Site C - Refinery,Housekeeping,HOUSEKEEPING,,Permit to Work,0,27,LOW
R0447,"Technician worked on equipment without lockout tagout isolation performed, energized equipment nearby.",INCIDENT,2026-06-18,Tank Farm 3,Energy Isolation,ENERGY_ISOLATION,Lockout/Tagout,Energy Isolation,1,100,CRITICAL
R0448,Minor gas odor was reported and area was isolated with no ignition sources present.,NEAR_MISS,2026-05-10,Tank Farm 3,Fire,FIRE,,Fire / Explosion,0,64,HIGH
